zip,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
72567,15,*,*
72568,71,*,*
72569,30,*,*
72571,28,*,*
72572,16,*,*
72573,13,*,*
72575,*,*,*
72576,127,112,$571
72577,35,*,*
72578,*,*,*
72579,68,*,*
72581,55,*,*
72583,71,*,*
72584,44,*,*
72585,12,*,*
72587,*,*,*
72601,"1,614","1,510",$496
72602,*,*,*
72611,108,*,*
72613,*,*,*
72615,*,*,*
72616,480,448,$485
72617,13,*,*
72619,73,*,*
72623,28,*,*
72624,33,*,*
72626,56,*,*
72628,33,*,*
72629,26,*,*
72630,*,*,*
72631,328,301,$556
72632,486,438,$528
72633,112,*,*
72634,255,228,$534
72635,187,*,*
72636,*,*,*
72638,355,339,$453
72639,26,*,*
72640,18,*,*
72641,110,*,*
72642,108,*,*
72644,154,*,*
72645,73,*,*
72648,48,*,*
72650,208,*,*
72651,85,74,$570
72653,"1,635","1,522",$492
72654,*,*,*
72655,25,*,*
72657,*,*,*
72658,104,*,*
72659,*,*,*
72660,19,*,*
72661,34,*,*
72662,219,*,*
72663,17,*,*
72666,18,*,*
72668,24,*,*
72669,*,*,*
72670,*,*,*
72672,*,*,*
72675,84,73,$607
72677,21,*,*
72679,*,*,*
72680,43,*,*
72682,12,*,*
72683,26,*,*
72685,81,*,*
72686,*,*,*
72687,382,371,$537
72701,"2,411","2,107",$425
72702,*,*,*
72703,"1,920","1,608",$405
72704,"1,834","1,572",$414
72711,*,*,*
72712,"2,186","1,836",$424
72713,"1,235","1,080",$424
72714,750,682,$436
72715,991,879,$491
72716,*,*,*
72717,63,*,*
72718,250,210,$349
72719,826,742,$409
72721,30,*,*
72722,133,*,*
72727,406,386,$458
72728,*,*,*
72729,15,*,*
72730,633,555,$434
72732,299,277,$512
72734,455,433,$481
72735,*,*,*
72736,376,349,$460
72738,178,*,*
72739,30,*,*
72740,621,583,$470
72742,24,*,*
72744,304,290,$463
72745,693,635,$458
72747,15,*,*
72749,*,*,*
72751,451,417,$463
72752,26,*,*
72753,581,533,$451
72756,"2,256","2,099",$484
72757,*,*,*
72758,"2,347","2,011",$430
72760,*,*,*
72761,"1,148","1,042",$443
72762,"2,361","2,075",$425
72764,"2,654","2,492",$461
72765,*,*,*
72766,*,*,*
72768,82,*,*
72769,66,*,*
72770,*,*,*
72773,67,*,*
72774,403,364,$499
72776,31,*,*
72801,708,666,$449
72802,"1,068",994,$462
72811,*,*,*
72812,*,*,*
72820,*,*,*
72821,76,*,*
72823,334,303,$505
72824,79,*,*
72826,*,*,*
72827,*,*,*
72828,*,*,*
72829,*,*,*
72830,620,586,$507
72832,19,*,*
72833,128,*,*
72834,434,417,$490
72835,43,*,*
72837,350,328,$500
72838,*,*,*
72839,13,*,*
72840,116,*,*
72841,*,*,*
72842,53,*,*
72843,107,*,*
72845,47,*,*
72846,167,154,$490
72847,131,*,*
72851,49,*,*
72852,12,*,*
72853,61,*,*
72854,28,*,*
72855,323,262,$494
72856,28,*,*
72857,47,*,*
72858,170,156,$471
72860,24,*,*
72863,85,72,$506
72865,57,43,$672
72901,"1,040",992,$487
72902,*,*,*
72903,"1,360","1,224",$471
72904,768,744,$506
72908,655,603,$488
72913,*,*,*
72914,*,*,*
72916,627,569,$426
72917,*,*,*
72921,642,594,$460
72923,210,196,$449
72926,20,*,*
72927,363,342,$502
72928,46,*,*
72930,35,*,*
72932,61,*,*
72933,220,206,$489
72934,49,*,*
72935,12,*,*
72936,766,701,$436
72937,190,176,$456
72938,55,*,*
72940,92,*,*
72941,237,215,$528
72943,121,94,$531
72944,118,*,*
72945,16,*,*
72946,171,153,$518
72947,230,219,$470
72948,13,*,*
72949,518,486,$525
72950,15,*,*
72951,49,*,*
72952,131,*,*
72955,15,*,*
72956,"1,598","1,485",$472
72958,294,279,$509
72959,175,*,*
73001,*,*,*
73002,86,*,*
73003,"1,299","1,227",$520
73004,80,*,*
73005,641,630,$536
73006,223,*,*
73007,207,196,$503
73008,"1,494","1,459",$557
73009,120,*,*
73010,"1,621","1,576",$634
73011,33,*,*
73012,"2,698","2,477",$474
73013,"3,505","3,223",$487
73014,110,*,*
73015,187,*,*
73016,153,*,*
73017,152,*,*
73018,"2,010","1,984",$722
73019,11,*,*
73020,"1,166","1,113",$540
73021,52,*,*
73022,11,*,*
73023,*,*,*
73024,88,*,*
73025,906,805,$469
73026,696,675,$571
73027,77,*,*
73028,182,171,$523
73029,109,*,*
73030,233,*,*
73031,*,*,*
73032,18,*,*
73033,*,*,*
73034,"2,786","2,583",$488
73036,"1,430","1,388",$525
73038,147,*,*
73040,187,*,*
73041,28,*,*
73042,59,*,*
73043,13,*,*
73044,"1,589","1,529",$551
73045,590,560,$561
73047,232,*,*
73048,248,*,*
73049,433,408,$522
73050,28,*,*
73051,419,*,*
73052,429,407,$572
73053,63,*,*
73054,364,*,*
73055,702,681,$709
73056,27,*,*
73057,182,*,*
73058,27,*,*
73059,242,*,*
73061,128,*,*
73062,111,*,*
73063,50,*,*
73064,"1,397","1,322",$514
73065,753,720,$510
73066,*,*,*
73067,153,*,*
73068,847,821,$550
73069,"1,676","1,580",$521
73070,14,*,*
73071,"2,326","2,241",$522
73072,"2,138","1,996",$510
73073,44,*,*
73074,67,*,*
73075,619,605,$565
73077,305,*,*
73078,758,717,$473
73079,52,*,*
73080,763,714,$562
73082,233,*,*
73083,*,*,*
73084,635,621,$615
73085,13,*,*
73086,575,552,$595
73089,980,953,$663
73090,74,*,*
73092,48,*,*
73093,209,*,*
73095,135,*,*
73096,"1,039","1,009",$599
73097,11,*,*
73098,274,*,*
73099,"4,911","4,690",$497
73101,15,*,*
73102,158,*,*
73103,375,341,$471
73104,194,172,$498
73105,556,531,$583
73106,"1,070","1,020",$582
73107,"2,095","2,024",$542
73108,"1,268","1,238",$576
73109,"1,496","1,472",$599
73110,"2,249","2,215",$546
73111,"1,215","1,200",$596
73112,"2,510","2,401",$538
73113,*,*,*
73114,"1,665","1,635",$551
73115,"1,524","1,496",$555
73116,632,559,$518
73117,720,707,$564
73118,"1,077","1,004",$523
73119,"2,232","2,181",$572
73120,"2,430","2,243",$523
73121,255,*,*
73122,926,905,$563
73123,*,*,*
73124,*,*,*
73125,*,*,*
73126,*,*,*
73127,"2,472","2,427",$536
73128,429,*,*
73129,"1,834","1,812",$581
73130,"1,121","1,085",$537
73131,210,186,$509
73132,"2,051","1,988",$533
73134,465,441,$497
73135,"1,292","1,257",$540
73136,*,*,*
73137,*,*,*
73139,"1,312","1,294",$540
73140,*,*,*
73141,234,*,*
73142,"1,169","1,075",$515
73143,*,*,*
73144,*,*,*
73145,*,*,*
73146,*,*,*
73147,*,*,*
73148,*,*,*
73149,428,417,$574
73150,271,254,$619
73151,54,*,*
73152,*,*,*
73153,*,*,*
73154,*,*,*
73155,*,*,*
73156,*,*,*
73157,*,*,*
73159,"2,105","2,049",$553
73160,"3,291","3,174",$521
73162,"1,905","1,806",$542
73163,*,*,*
73165,428,402,$576
73169,170,155,$519
73170,"2,294","2,150",$538
73172,*,*,*
73173,229,212,$463
73179,433,406,$507
73189,*,*,*
73190,*,*,*
73195,*,*,*
73196,*,*,*
73301,26,*,*
73344,*,*,*
73401,"2,520","2,407",$539
73402,15,*,*
73403,*,*,*
73425,*,*,*
73430,89,*,*
73432,69,*,*
73433,187,*,*
73434,59,*,*
73435,*,*,*
73436,*,*,*
73437,*,*,*
73438,210,197,$547
73439,764,748,$702
73440,21,*,*
73441,11,*,*
73442,48,*,*
73443,192,*,*
73444,15,*,*
73446,549,536,$649
73447,56,*,*
73448,494,474,$536
73449,262,*,*
73450,79,*,*
73453,62,*,*
73455,39,*,*
73456,178,*,*
73458,45,*,*
73459,140,*,*
73460,263,249,$538
73461,46,*,*
73463,199,*,*
73481,72,*,*
73487,20,*,*
73488,*,*,*
73491,40,*,*
73501,"1,281","1,258",$657
73502,11,*,*
73503,22,*,*
73505,"2,999","2,931",$630
73506,*,*,*
73507,"1,439","1,407",$636
73520,*,*,*
73521,"1,207","1,174",$691
73522,*,*,*
73523,*,*,*
73526,91,*,*
73527,212,*,*
73528,74,*,*
73529,356,*,*
73530,41,*,*
73531,34,*,*
73532,25,*,*
73533,"2,065","2,009",$679
73534,11,*,*
73537,36,*,*
73538,264,*,*
73539,21,*,*
73540,37,*,*
73541,149,*,*
73542,290,*,*
73543,127,*,*
73544,21,*,*
73546,123,*,*
73547,85,*,*
73548,40,*,*
73549,13,*,*
73550,186,*,*
73551,*,*,*
73552,80,*,*
73553,*,*,*
73554,270,*,*
73555,16,*,*
73556,*,*,*
73557,14,*,*
73559,50,*,*
73560,36,*,*
73562,46,*,*
73564,38,*,*
73565,74,*,*
73566,142,*,*
73567,18,*,*
73568,62,*,*
73569,39,*,*
73570,86,*,*
73571,*,*,*
73572,230,*,*
73573,164,*,*
73601,"1,257","1,233",$672
73620,114,*,*
73622,31,*,*
73624,74,*,*
73625,49,*,*
73626,110,*,*
73627,46,*,*
73628,129,118,$661
73632,482,*,*
73638,19,*,*
73639,79,*,*
73641,102,*,*
73642,15,*,*
73644,"1,016",984,$708
73645,138,*,*
73646,33,*,*
73647,133,*,*
73648,*,*,*
73650,77,*,*
73651,383,*,*
73654,99,*,*
73655,75,*,*
73658,26,*,*
73659,18,*,*
73660,33,*,*
73661,60,*,*
73662,362,347,$698
73663,102,*,*
73664,136,*,*
73666,22,*,*
73667,46,*,*
73668,*,*,*
73669,170,*,*
73673,35,*,*
73701,"2,055","2,012",$705
73702,16,*,*
73703,"1,995","1,933",$668
73705,*,*,*
73716,24,*,*
73717,481,457,$609
73718,43,*,*
73719,*,*,*
73720,26,*,*
73722,20,*,*
73724,77,*,*
73726,26,*,*
73727,121,*,*
73728,138,*,*
73729,53,*,*
73730,52,*,*
73731,33,*,*
73733,18,*,*
73734,101,89,$536
73735,58,*,*
73736,55,*,*
73737,252,234,$557
73738,108,*,*
73739,33,*,*
73741,61,*,*
73742,301,*,*
73743,*,*,*
73744,21,*,*
73746,14,*,*
73747,48,*,*
73749,28,*,*
73750,437,423,$504
73753,28,*,*
73754,89,*,*
73755,59,*,*
73756,22,*,*
73757,31,*,*
73758,11,*,*
73759,82,*,*
73760,16,*,*
73761,39,*,*
73762,129,118,$514
73763,100,*,*
73764,*,*,*
73766,86,*,*
73768,126,*,*
73770,*,*,*
73771,23,*,*
73772,275,*,*
73773,134,*,*
73801,"1,392","1,373",$667
73802,*,*,*
73832,81,*,*
73834,102,*,*
73835,31,*,*
73838,51,*,*
73840,50,*,*
73841,21,*,*
73842,33,*,*
73843,77,*,*
73844,15,*,*
73848,122,*,*
73851,13,*,*
73852,220,*,*
73853,55,*,*
73855,31,*,*
73857,52,*,*
73858,144,*,*
73859,98,*,*
73860,84,*,*
73901,*,*,*
73931,61,*,*
73932,93,*,*
73933,151,*,*
73937,*,*,*
73938,52,*,*
73939,63,*,*
73942,806,785,$682
73944,19,*,*
73945,193,*,*
73946,*,*,*
73947,31,*,*
73949,97,*,*
73950,127,*,*
73951,56,*,*
73960,615,*,*
74001,20,*,*
74002,152,*,*
74003,"1,007",984,$608
74004,*,*,*
74005,*,*,*
74006,"1,424","1,368",$565
74008,"2,333","2,209",$498
74010,780,738,$568
74011,"1,997","1,885",$523
74012,"4,645","4,462",$532
74013,27,*,*
74014,"2,727","2,603",$533
74015,557,534,$530
74016,435,423,$572
74017,"1,726","1,670",$549
74018,*,*,*
74019,"1,100","1,054",$515
74020,389,378,$629
74021,"1,278","1,218",$512
74022,114,*,*
74023,683,665,$563
74026,44,*,*
74027,62,*,*
74028,155,*,*
74029,302,*,*
74030,264,253,$607
74031,*,*,*
74032,137,*,*
74033,816,784,$511
74034,14,*,*
74035,266,*,*
74036,426,404,$556
74037,"1,296","1,218",$485
74038,141,*,*
74039,261,*,*
74041,156,143,$545
74042,43,*,*
74043,*,*,*
74044,430,410,$597
74045,23,*,*
74046,*,*,*
74047,528,494,$547
74048,418,*,*
74050,29,*,*
74051,105,*,*
74052,56,*,*
74053,270,*,*
74054,49,*,*
74055,"2,375","2,240",$510
74056,483,412,$544
74058,228,*,*
74059,306,293,$520
74060,36,*,*
74061,159,*,*
74062,64,*,*
74063,"1,842","1,780",$557
74066,"1,997","1,912",$563
74067,*,*,*
74068,*,*,*
74070,993,957,$565
74071,11,*,*
74072,96,*,*
74073,357,334,$559
74074,"1,264","1,205",$494
74075,879,842,$511
74076,*,*,*
74077,*,*,*
74078,*,*,*
74079,362,350,$589
74080,170,*,*
74081,122,*,*
74082,*,*,*
74083,78,*,*
74084,44,*,*
74085,118,*,*
74101,13,*,*
74102,*,*,*
74103,256,229,$585
74104,846,779,$521
74105,"1,963","1,819",$546
74106,"1,650","1,622",$576
74107,"1,564","1,518",$567
74108,466,453,$578
74110,"1,344","1,317",$587
74112,"1,650","1,581",$563
74114,922,793,$513
74115,"1,960","1,916",$572
74116,429,*,*
74117,*,*,*
74119,311,289,$559
74120,449,412,$518
74126,"1,112","1,096",$607
74127,"1,450","1,410",$568
74128,916,884,$560
74129,"1,378","1,343",$536
74130,187,*,*
74131,256,*,*
74132,571,520,$553
74133,"3,458","3,303",$524
74134,"1,499","1,438",$529
74135,"1,580","1,521",$537
74136,"2,226","2,128",$548
74137,"1,682","1,543",$512
74141,*,*,*
74145,"1,310","1,258",$548
74146,"1,022","1,010",$523
74147,*,*,*
74148,*,*,*
74149,*,*,*
74152,*,*,*
74153,*,*,*
74155,*,*,*
74156,*,*,*
74157,*,*,*
74158,*,*,*
74159,*,*,*
74169,*,*,*
74170,*,*,*
74171,*,*,*
74187,*,*,*
74192,*,*,*
74301,795,769,$607
74330,192,*,*
74331,665,635,$652
74332,130,*,*
74333,105,*,*
74335,*,*,*
74337,356,*,*
74338,437,*,*
74339,160,*,*
74340,18,*,*
74342,227,*,*
74343,247,236,$601
74344,"1,438","1,401",$614
74345,19,*,*
74346,817,801,$581
74347,250,*,*
74349,18,*,*
74350,46,*,*
74352,436,*,*
74354,"1,229","1,197",$575
74355,*,*,*
74358,18,*,*
74359,28,*,*
74360,*,*,*
74361,"1,067","1,028",$505
74362,15,*,*
74363,229,*,*
74364,151,*,*
74365,331,*,*
74366,111,*,*
74367,63,*,*
74368,*,*,*
74369,123,*,*
74370,298,*,*
74401,"1,476","1,447",$557
74402,19,*,*
74403,"1,993","1,936",$530
74421,382,370,$574
74422,81,*,*
74423,71,*,*
74425,65,*,*
74426,811,767,$555
74427,116,*,*
74428,96,*,*
74429,"1,178","1,129",$537
74430,25,*,*
74431,43,*,*
74432,807,777,$583
74434,574,557,$502
74435,309,*,*
74436,480,465,$544
74437,710,679,$558
74438,14,*,*
74439,*,*,*
74441,325,*,*
74442,48,*,*
74444,*,*,*
74445,177,*,*
74446,36,*,*
74447,"1,439","1,279",$591
74450,110,*,*
74451,290,268,$600
74452,45,*,*
74454,261,*,*
74455,248,*,*
74456,14,*,*
74457,59,*,*
74458,*,*,*
74459,*,*,*
74460,20,*,*
74462,901,887,$547
74463,20,*,*
74464,"1,944","1,875",$527
74465,*,*,*
74467,992,963,$622
74468,*,*,*
74469,190,*,*
74470,119,*,*
74471,83,*,*
74472,72,*,*
74477,*,*,*
74501,"1,671","1,619",$598
74502,*,*,*
74521,12,*,*
74522,*,*,*
74523,644,610,$548
74525,740,720,$719
74528,13,*,*
74529,*,*,*
74530,*,*,*
74531,46,*,*
74533,73,*,*
74534,22,*,*
74535,*,*,*
74536,160,*,*
74538,416,402,$672
74540,11,*,*
74543,31,*,*
74545,*,*,*
74546,45,*,*
74547,246,*,*
74549,15,*,*
74552,86,*,*
74553,63,*,*
74554,90,*,*
74555,62,*,*
74556,27,*,*
74557,46,*,*
74558,32,*,*
74559,*,*,*
74560,41,*,*
74561,143,*,*
74562,67,*,*
74563,258,243,$679
74565,25,*,*
74567,18,*,*
74569,37,*,*
74570,65,*,*
74571,338,*,*
74572,69,*,*
74574,105,*,*
74576,*,*,*
74577,28,*,*
74578,547,*,*
74601,"1,626","1,600",$685
74602,*,*,*
74604,682,657,$678
74630,44,*,*
74631,476,*,*
74632,25,*,*
74633,38,*,*
74636,17,*,*
74637,142,*,*
74640,31,*,*
74641,27,*,*
74643,43,*,*
74644,25,*,*
74646,20,*,*
74647,214,*,*
74650,35,*,*
74651,56,*,*
74652,47,*,*
74653,220,*,*
74701,"2,037","1,988",$649
74702,*,*,*
74720,26,*,*
74721,*,*,*
74722,*,*,*
74723,148,*,*
74724,35,*,*
74726,164,*,*
74727,259,*,*
74728,"1,370","1,334",$675
74729,242,*,*
74730,417,*,*
74731,171,*,*
74733,247,236,$739
74734,111,*,*
74735,172,*,*
74736,142,*,*
74737,*,*,*
74738,52,*,*
74740,243,*,*
74741,95,*,*
74743,"1,023","1,003",$528
74745,959,925,$682
74747,*,*,*
74748,94,*,*
74750,32,*,*
74752,*,*,*
74753,*,*,*
74754,45,*,*
74755,28,*,*
74756,95,*,*
74759,144,*,*
74760,15,*,*
74761,14,*,*
74764,338,*,*
74766,137,*,*
74801,"1,528","1,474",$562
74802,*,*,*
74804,"1,200","1,147",$527
74818,*,*,*
74820,"1,790","1,698",$523
74821,*,*,*
74824,84,*,*
74825,121,*,*
74826,74,*,*
74827,39,*,*
74829,54,*,*
74830,25,*,*
74831,52,*,*
74832,78,*,*
74833,53,*,*
74834,437,418,$577
74836,*,*,*
74837,12,*,*
74839,43,*,*
74840,112,*,*
74842,*,*,*
74843,15,*,*
74844,13,*,*
74845,41,*,*
74848,468,457,$620
74849,200,*,*
74850,21,*,*
74851,529,515,$571
74852,125,*,*
74854,133,*,*
74855,254,*,*
74856,55,*,*
74857,521,503,$561
74859,500,467,$532
74860,127,*,*
74864,343,*,*
74865,78,*,*
74866,*,*,*
74867,55,*,*
74868,878,854,$558
74869,52,*,*
74871,109,*,*
74872,199,188,$559
74873,750,720,$549
74875,84,*,*
74878,93,*,*
74880,178,166,$562
74881,380,*,*
74883,216,198,$663
74884,425,*,*
74901,136,*,*
74902,339,*,*
74930,287,*,*
74931,96,*,*
74932,269,*,*
74935,*,*,*
74936,109,*,*
74937,519,502,$640
74939,64,*,*
74940,262,*,*
74941,287,*,*
74942,*,*,*
74943,11,*,*
74944,122,*,*
74945,40,*,*
74946,*,*,*
74947,13,*,*
74948,"1,017",994,$651
74949,16,*,*
74951,95,*,*
74953,"1,176","1,139",$628
74954,317,*,*
74955,"1,379","1,342",$657
74956,257,*,*
74957,145,*,*
74959,691,*,*
74960,"1,193","1,173",$701
74962,446,428,$663
74963,54,*,*
74964,218,207,$687
74965,465,*,*
74966,740,728,$648
75001,"3,141","2,986",$453
75002,"6,554","6,123",$490
75006,"6,806","6,540",$490
75007,"7,419","7,192",$537
75009,"1,938","1,695",$436
75010,"4,314","4,108",$546
75011,25,*,*
75013,"4,852","4,449",$495
75014,12,*,*
75015,20,*,*
75016,16,*,*
75017,*,*,*
75019,"3,447","3,162",$488
75020,"2,504","2,449",$673
75021,877,851,$676
75022,"1,260","1,098",$558
75023,"5,047","4,781",$507
75024,"4,437","4,045",$489
75025,"4,853","4,502",$520
75026,*,*,*
75027,12,*,*
75028,"3,076","2,809",$541
75029,12,*,*
75030,*,*,*
75032,"2,467","2,167",$491
75033,"3,850","3,526",$498
75034,"5,564","5,136",$487
75035,"7,362","6,808",$509
75036,"2,237","2,059",$565
75038,"5,601","5,465",$449
75039,"2,115","1,916",$451
75040,"8,789","8,591",$527
75041,"3,563","3,475",$504
75042,"5,975","5,878",$516
75043,"7,272","7,060",$503
75044,"7,098","6,858",$525
75045,12,*,*
75046,12,*,*
75047,17,*,*
75048,"3,734","3,586",$496
75049,26,*,*
75050,"5,683","5,581",$508
75051,"4,811","4,714",$506
75052,"11,152","10,838",$518
75053,37,*,*
75054,"1,444","1,347",$503
75056,"6,664","6,310",$533
75057,"2,435","2,386",$516
75058,236,222,$612
75059,*,*,*
75060,"5,439","5,319",$499
75061,"8,145","7,996",$473
75062,"7,433","7,275",$477
75063,"4,549","4,226",$478
75064,*,*,*
75065,"1,226","1,174",$567
75067,"10,717","10,490",$505
75068,"5,892","5,636",$535
75069,"3,638","3,415",$495
75070,"5,690","5,363",$474
75071,"6,129","5,699",$476
75072,"3,470","3,107",$476
75074,"6,292","6,020",$506
75075,"3,532","3,313",$485
75076,749,714,$715
75077,"3,131","2,931",$539
75078,"2,822","2,498",$455
75080,"3,908","3,596",$469
75081,"5,310","5,113",$500
75082,"2,673","2,468",$491
75083,15,*,*
75085,*,*,*
75086,18,*,*
75087,"2,863","2,649",$460
75088,"2,529","2,407",$490
75089,"3,663","3,532",$491
75090,"2,770","2,720",$645
75091,42,*,*
75092,"2,339","2,245",$630
75093,"4,754","4,311",$498
75094,"2,897","2,747",$519
75097,*,*,*
75098,"7,686","7,325",$489
75099,*,*,*
75101,53,*,*
75102,119,*,*
75103,"1,442","1,388",$592
75104,"4,762","4,572",$493
75105,25,*,*
75106,19,*,*
75109,455,431,$519
75110,"2,819","2,761",$521
75114,935,904,$536
75115,"5,581","5,409",$508
75116,"2,013","1,957",$507
75117,357,346,$595
75118,*,*,*
75119,"2,637","2,545",$505
75120,15,*,*
75121,14,*,*
75123,13,*,*
75124,623,605,$648
75125,926,909,$533
75126,"8,095","7,777",$504
75127,244,*,*
75132,*,*,*
75134,"2,477","2,433",$510
75135,854,819,$515
75137,"1,674","1,626",$512
75138,*,*,*
75140,811,791,$615
75141,770,748,$492
75142,"2,296","2,238",$569
75143,"1,990","1,942",$636
75144,341,328,$579
75146,"2,535","2,479",$510
75147,927,893,$589
75148,789,778,$659
75149,"6,336","6,174",$499
75150,"7,207","7,064",$494
75151,*,*,*
75152,477,453,$489
75153,81,*,*
75154,"4,275","4,097",$494
75155,384,*,*
75156,"2,451","2,384",$661
75157,44,*,*
75158,443,423,$567
75159,"2,230","2,184",$507
75160,"3,155","3,078",$563
75161,810,780,$609
75163,251,*,*
75164,18,*,*
75165,"4,212","4,019",$480
75166,804,766,$471
75167,895,815,$482
75168,11,*,*
75169,"1,893","1,849",$613
75172,693,*,*
75173,694,661,$497
75180,"2,974","2,910",$503
75181,"2,784","2,712",$491
75182,599,541,$450
75185,14,*,*
75187,*,*,*
75189,"4,136","3,904",$473
75201,"2,771","2,531",$490
75202,390,341,$462
75203,"2,269","2,225",$496
75204,"3,366","2,976",$460
75205,"1,179",890,$448
75206,"3,372","2,885",$457
75207,324,296,$470
75208,"3,040","2,789",$507
75209,"1,033",860,$501
75210,"1,971","1,954",$502
75211,"7,728","7,534",$515
75212,"3,107","3,037",$531
75214,"2,610","2,237",$480
75215,"4,127","4,065",$524
75216,"8,622","8,503",$518
75217,"9,806","9,675",$522
75218,"1,962","1,752",$494
75219,"2,779","2,430",$476
75220,"4,882","4,729",$465
75221,24,*,*
75222,*,*,*
75223,"1,598","1,540",$539
75224,"3,922","3,836",$517
75225,897,624,$463
75226,871,816,$496
75227,"6,927","6,788",$514
75228,"8,766","8,538",$498
75229,"2,791","2,538",$492
75230,"2,246","1,945",$460
75231,"5,615","5,401",$465
75232,"3,915","3,852",$515
75233,"1,663","1,615",$489
75234,"4,504","4,276",$498
75235,"2,073","1,985",$503
75236,"2,353","2,312",$485
75237,"3,314","3,264",$468
75238,"3,232","3,053",$454
75240,"3,958","3,829",$464
75241,"5,169","5,109",$513
75242,*,*,*
75243,"10,542","10,315",$475
75244,"1,174","1,049",$487
75246,397,382,$484
75247,580,*,*
75248,"4,011","3,726",$456
75249,"1,410","1,367",$497
75250,*,*,*
75251,526,488,$465
75252,"3,497","3,267",$456
75253,"2,580","2,539",$494
75254,"4,404","4,262",$449
75260,*,*,*
75261,16,*,*
75262,*,*,*
75263,*,*,*
75264,*,*,*
75265,*,*,*
75266,*,*,*
75267,*,*,*
75270,43,*,*
75275,*,*,*
75277,12,*,*
75283,*,*,*
75284,16,*,*
75285,*,*,*
75287,"24,242","23,750",$448
75301,*,*,*
75303,*,*,*
75312,13,*,*
75313,*,*,*
75315,*,*,*
75320,*,*,*
75326,*,*,*
75336,*,*,*
75339,*,*,*
75342,*,*,*
75354,11,*,*
75355,*,*,*
75356,*,*,*
75357,*,*,*
75359,*,*,*
75360,*,*,*
75367,*,*,*
75368,*,*,*
75370,16,*,*
75371,*,*,*
75373,*,*,*
75374,*,*,*
75376,*,*,*
75378,*,*,*
75379,13,*,*
75380,*,*,*
75381,*,*,*
75382,12,*,*
75390,*,*,*
75398,*,*,*
75401,"2,155","2,115",$584
75402,"1,561","1,511",$571
75403,*,*,*
75404,13,*,*
75407,"4,393","4,246",$468
75409,"2,334","2,234",$457
75410,585,571,$642
75411,154,*,*
75412,74,*,*
75413,29,*,*
75414,290,275,$626
75415,65,*,*
75416,327,*,*
75417,289,*,*
75418,"1,137","1,118",$688
75420,159,*,*
75421,106,*,*
75422,255,*,*
75423,267,255,$558
75424,325,308,$538
75425,*,*,*
75426,646,630,$734
75428,976,955,$596
75429,*,*,*
75431,245,*,*
75432,332,*,*
75433,223,*,*
75434,*,*,*
75435,139,*,*
75436,277,*,*
75437,127,*,*
75438,99,*,*
75439,130,*,*
75440,691,676,$662
75441,*,*,*
75442,"1,019",962,$510
75443,*,*,*
75444,11,*,*
75446,305,*,*
75447,102,*,*
75448,50,*,*
75449,118,*,*
75450,36,*,*
75451,562,*,*
75452,465,448,$620
75453,323,*,*
75454,"1,590","1,498",$443
75455,"2,951","2,892",$658
75456,25,*,*
75457,755,739,$667
75458,*,*,*
75459,480,*,*
75460,"3,820","3,750",$670
75461,12,*,*
75462,"1,136","1,109",$630
75468,83,*,*
75469,38,*,*
75470,27,*,*
75471,194,*,*
75472,424,410,$654
75473,397,*,*
75474,"1,883","1,835",$621
75475,13,*,*
75476,104,*,*
75477,101,*,*
75478,113,*,*
75479,186,*,*
75480,200,189,$719
75481,40,*,*
75482,"2,632","2,566",$669
75483,*,*,*
75485,13,*,*
75486,290,*,*
75487,186,*,*
75488,141,*,*
75489,66,*,*
75490,247,*,*
75491,539,525,$657
75492,63,*,*
75493,59,*,*
75494,"1,469","1,416",$636
75495,732,697,$615
75496,273,*,*
75497,336,321,$694
75501,"4,573","4,484",$657
75503,"2,468","2,393",$623
75504,*,*,*
75505,12,*,*
75507,*,*,*
75550,68,*,*
75551,"1,025",996,$697
75554,152,*,*
75555,149,*,*
75556,77,*,*
75558,171,*,*
75559,532,521,$672
75560,97,*,*
75561,522,511,$674
75562,12,*,*
75563,400,*,*
75564,*,*,*
75565,25,*,*
75566,84,*,*
75567,321,305,$643
75568,379,*,*
75569,383,*,*
75570,850,836,$669
75571,316,304,$694
75572,382,*,*
75573,20,*,*
75574,184,*,*
75599,*,*,*
75601,"2,384","2,320",$528
75602,"3,728","3,647",$542
75603,841,806,$573
75604,"4,260","4,156",$513
75605,"3,830","3,627",$501
75606,43,*,*
75607,21,*,*
75608,50,*,*
75615,*,*,*
75630,272,*,*
75631,280,264,$516
75633,"1,638","1,593",$533
75636,12,*,*
75637,*,*,*
75638,669,*,*
75639,334,*,*
75640,"1,142","1,116",$554
75641,*,*,*
75642,22,*,*
75643,266,255,$567
75644,"1,591","1,537",$552
75645,"1,300","1,263",$544
75647,"1,791","1,745",$547
75650,"1,077","1,032",$514
75651,284,*,*
75652,"1,730","1,670",$547
75653,18,*,*
75654,"1,412","1,363",$543
75656,474,*,*
75657,"1,040","1,014",$624
75658,*,*,*
75659,*,*,*
75660,*,*,*
75661,283,*,*
75662,"3,118","3,034",$536
75663,19,*,*
75666,*,*,*
75667,143,*,*
75668,269,*,*
75669,62,*,*
75670,"2,936","2,887",$549
75671,26,*,*
75672,"1,912","1,843",$540
75680,*,*,*
75681,362,*,*
75682,24,*,*
75683,522,507,$554
75684,863,847,$576
75685,*,*,*
75686,"1,761","1,723",$629
75687,*,*,*
75688,*,*,*
