zip,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
27803,"1,869","1,820",$611
27804,"2,376","2,299",$611
27805,270,*,*
27806,203,*,*
27807,609,598,$580
27808,256,*,*
27809,368,356,$669
27810,446,*,*
27811,14,*,*
27812,212,*,*
27813,52,*,*
27814,148,*,*
27815,*,*,*
27816,257,*,*
27817,768,*,*
27818,105,*,*
27819,29,*,*
27820,203,*,*
27821,27,*,*
27822,665,642,$642
27823,590,*,*
27824,149,*,*
27825,20,*,*
27826,71,*,*
27827,12,*,*
27828,793,766,$666
27829,136,*,*
27830,343,330,$670
27831,287,*,*
27832,291,*,*
27833,*,*,*
27834,"6,039","5,878",$647
27835,11,*,*
27836,*,*,*
27837,526,508,$621
27839,264,*,*
27840,49,*,*
27841,*,*,*
27842,120,*,*
27843,101,*,*
27844,213,*,*
27845,142,*,*
27846,318,*,*
27847,64,*,*
27849,130,*,*
27850,633,611,$772
27851,370,*,*
27852,245,*,*
27853,42,*,*
27855,394,*,*
27856,"1,104","1,068",$592
27857,122,*,*
27858,"3,980","3,805",$566
27860,249,*,*
27861,*,*,*
27862,50,*,*
27863,805,786,$602
27864,360,*,*
27865,210,*,*
27866,69,*,*
27867,*,*,*
27868,*,*,*
27869,194,*,*
27870,"3,045","3,009",$744
27871,485,*,*
27872,48,*,*
27873,25,*,*
27874,463,*,*
27875,51,*,*
27876,96,*,*
27877,22,*,*
27878,115,*,*
27879,24,*,*
27880,238,226,$618
27881,*,*,*
27882,581,564,$604
27883,309,*,*
27884,119,*,*
27885,102,*,*
27886,"1,725","1,691",$691
27887,*,*,*
27888,246,*,*
27889,"3,180","3,099",$720
27890,250,*,*
27891,367,*,*
27892,"1,646","1,628",$759
27893,"4,302","4,226",$660
27894,*,*,*
27895,*,*,*
27896,"1,622","1,570",$621
27897,116,*,*
27906,*,*,*
27907,*,*,*
27909,"3,248","3,160",$717
27910,919,903,$785
27915,158,*,*
27916,88,*,*
27917,77,*,*
27919,110,*,*
27920,270,255,$715
27921,280,*,*
27922,54,*,*
27923,52,*,*
27924,297,*,*
27925,436,423,$763
27926,92,*,*
27927,191,*,*
27928,197,*,*
27929,109,*,*
27932,"1,190","1,166",$740
27935,98,*,*
27936,190,*,*
27937,277,*,*
27938,104,*,*
27939,392,*,*
27941,110,*,*
27942,65,*,*
27943,130,*,*
27944,907,887,$748
27946,83,*,*
27947,201,*,*
27948,"2,287","2,202",$669
27949,"1,311","1,251",$659
27950,125,*,*
27953,118,*,*
27954,835,797,$673
27956,24,*,*
27957,127,*,*
27958,680,663,$675
27959,596,574,$684
27960,198,182,$687
27962,783,765,$798
27964,112,*,*
27965,77,*,*
27966,218,204,$690
27967,32,*,*
27968,75,*,*
27969,*,*,*
27970,308,*,*
27972,66,*,*
27973,104,*,*
27974,118,*,*
27976,169,*,*
27978,23,*,*
27979,130,*,*
27980,188,*,*
27981,287,*,*
27982,48,*,*
27983,740,725,$768
27985,*,*,*
27986,62,*,*
28001,"2,302","2,247",$564
28002,12,*,*
28006,95,*,*
28007,43,*,*
28009,118,*,*
28010,*,*,*
28012,"2,412","2,257",$550
28016,"1,359","1,322",$599
28017,18,*,*
28018,497,477,$673
28019,*,*,*
28020,209,*,*
28021,"1,145","1,104",$619
28023,"1,321","1,268",$560
28024,*,*,*
28025,"5,477","5,285",$519
28026,*,*,*
28027,"7,091","6,706",$516
28031,"2,970","2,657",$503
28032,252,236,$585
28033,294,*,*
28034,"1,932","1,890",$583
28036,"1,313","1,149",$478
28037,"2,290","2,135",$552
28038,*,*,*
28039,21,*,*
28040,657,644,$681
28041,29,*,*
28042,*,*,*
28043,"2,067","2,033",$677
28052,"5,104","4,991",$588
28053,23,*,*
28054,"4,482","4,358",$571
28055,13,*,*
28056,"3,385","3,248",$568
28070,15,*,*
28071,265,248,$557
28072,13,*,*
28073,443,431,$647
28075,"1,518","1,405",$518
28076,*,*,*
28077,54,*,*
28078,"5,923","5,367",$490
28079,"4,818","4,586",$502
28080,841,803,$576
28081,"2,972","2,841",$536
28082,*,*,*
28083,"2,771","2,698",$541
28086,"2,519","2,454",$610
28088,260,*,*
28089,*,*,*
28090,666,*,*
28091,155,*,*
28092,"3,637","3,530",$599
28093,14,*,*
28097,659,639,$534
28098,394,*,*
28101,61,*,*
28102,*,*,*
28103,"1,134","1,102",$540
28104,"3,310","3,000",$500
28105,"5,330","5,019",$509
28106,13,*,*
28107,"1,083","1,032",$500
28108,24,*,*
28109,*,*,*
28110,"6,844","6,611",$509
28111,*,*,*
28112,"3,095","2,973",$535
28114,714,*,*
28115,"4,456","4,265",$514
28117,"4,837","4,441",$514
28119,312,*,*
28120,"2,199","2,095",$579
28123,*,*,*
28124,581,566,$551
28125,260,239,$550
28126,*,*,*
28127,548,516,$617
28128,675,651,$546
28129,415,399,$561
28130,11,*,*
28133,233,*,*
28134,"1,834","1,779",$508
28135,378,*,*
28136,15,*,*
28137,238,*,*
28138,918,871,$563
28139,"1,999","1,936",$664
28144,"2,927","2,866",$548
28145,17,*,*
28146,"2,547","2,458",$568
28147,"2,316","2,260",$549
28150,"2,840","2,759",$613
28151,*,*,*
28152,"2,263","2,209",$608
28159,377,*,*
28160,434,*,*
28163,467,444,$538
28164,"1,410","1,335",$597
28166,"1,232","1,163",$533
28167,261,*,*
28168,953,934,$606
28169,25,*,*
28170,"1,180","1,159",$577
28173,"5,255","4,730",$485
28174,856,830,$555
28201,21,*,*
28202,"1,337","1,161",$498
28203,"1,224",959,$493
28204,783,658,$483
28205,"8,084","7,601",$492
28206,"3,029","2,932",$543
28207,476,344,$527
28208,"7,385","7,185",$528
28209,"2,251","1,943",$467
28210,"6,136","5,790",$477
28211,"2,960","2,629",$486
28212,"8,280","8,136",$494
28213,"7,345","7,167",$507
28214,"5,754","5,558",$524
28215,"10,574","10,316",$517
28216,"7,948","7,664",$536
28217,"6,728","6,562",$483
28218,14,*,*
28219,*,*,*
28220,*,*,*
28221,11,*,*
28222,*,*,*
28223,*,*,*
28224,*,*,*
28226,"3,740","3,397",$503
28227,"7,985","7,702",$531
28228,*,*,*
28229,11,*,*
28230,*,*,*
28231,*,*,*
28232,*,*,*
28233,13,*,*
28234,*,*,*
28236,*,*,*
28237,*,*,*
28241,*,*,*
28242,*,*,*
28247,*,*,*
28250,*,*,*
28253,*,*,*
28254,*,*,*
28256,13,*,*
28258,*,*,*
28260,*,*,*
28262,"5,387","5,182",$494
28263,14,*,*
28265,*,*,*
28266,16,*,*
28269,"9,315","8,942",$516
28270,"3,155","2,864",$492
28271,*,*,*
28272,14,*,*
28273,"7,193","7,019",$503
28274,*,*,*
28275,*,*,*
28277,"8,201","7,601",$497
28278,"3,833","3,601",$504
28280,*,*,*
28281,*,*,*
28282,*,*,*
28284,*,*,*
28287,*,*,*
28288,*,*,*
28289,*,*,*
28290,*,*,*
28296,*,*,*
28297,*,*,*
28299,*,*,*
28301,"2,357","2,317",$569
28302,17,*,*
28303,"2,904","2,789",$546
28304,"3,363","3,289",$549
28305,492,458,$541
28306,"3,965","3,849",$552
28307,167,*,*
28308,*,*,*
28309,*,*,*
28310,*,*,*
28311,"2,897","2,805",$529
28312,"1,655","1,611",$557
28314,"4,519","4,403",$530
28315,"1,315","1,268",$604
28318,365,*,*
28319,*,*,*
28320,730,711,$571
28323,327,311,$555
28325,23,*,*
28326,"1,327","1,290",$545
28327,"1,273","1,208",$617
28328,"3,780","3,710",$538
28329,29,*,*
28330,28,*,*
28331,*,*,*
28332,23,*,*
28333,"1,224","1,193",$621
28334,"2,620","2,561",$552
28335,*,*,*
28337,"1,185","1,160",$546
28338,413,*,*
28339,673,651,$557
28340,"1,194","1,172",$603
28341,441,426,$579
28342,18,*,*
28343,151,*,*
28344,325,312,$597
28345,"1,208","1,175",$582
28347,115,*,*
28348,"2,541","2,468",$544
28349,362,347,$612
28350,27,*,*
28351,437,*,*
28352,"2,382","2,333",$566
28353,19,*,*
28355,*,*,*
28356,376,363,$590
28357,338,*,*
28358,"4,473","4,369",$554
28359,41,*,*
28360,"1,654","1,619",$562
28362,11,*,*
28363,142,*,*
28364,"1,749","1,712",$572
28365,"1,578","1,539",$616
28366,529,*,*
28367,16,*,*
28368,15,*,*
28369,255,*,*
28370,*,*,*
28371,704,684,$560
28372,"1,334","1,312",$560
28373,282,*,*
28374,"1,059",951,$637
28375,25,*,*
28376,"3,641","3,541",$541
28377,"1,561","1,532",$554
28378,11,*,*
28379,"2,623","2,568",$567
28380,*,*,*
28382,729,*,*
28383,987,972,$587
28384,"1,458","1,433",$541
28385,365,*,*
28386,805,791,$555
28387,"1,143","1,091",$612
28388,*,*,*
28390,"1,677","1,633",$543
28391,384,*,*
28392,143,*,*
28393,178,*,*
28394,384,362,$655
28395,184,*,*
28396,255,*,*
28398,"1,059","1,037",$597
28399,177,*,*
28401,"3,462","3,328",$593
28402,13,*,*
28403,"4,676","4,462",$534
28404,*,*,*
28405,"4,011","3,760",$559
28406,11,*,*
28407,*,*,*
28408,*,*,*
28409,"3,793","3,549",$535
28410,*,*,*
28411,"4,126","3,822",$543
28412,"5,230","4,958",$561
28420,414,395,$639
28421,151,*,*
28422,"1,059","1,019",$637
28423,231,*,*
28424,*,*,*
28425,"1,032","1,000",$629
28428,"1,077","1,005",$599
28429,"1,083","1,042",$598
28430,213,*,*
28431,826,*,*
28432,165,*,*
28433,476,*,*
28434,101,*,*
28435,319,*,*
28436,176,*,*
28438,176,*,*
28439,184,*,*
28441,368,*,*
28442,197,*,*
28443,"2,835","2,646",$554
28444,254,*,*
28445,"1,092","1,032",$623
28447,116,*,*
28448,96,*,*
28449,202,191,$622
28450,264,253,$630
28451,"4,257","4,078",$607
28452,93,*,*
28453,542,*,*
28454,255,*,*
28455,195,*,*
28456,359,344,$631
28457,"1,260","1,228",$596
28458,988,974,$569
28459,28,*,*
28460,"1,075","1,032",$668
28461,"2,346","2,195",$661
28462,"1,700","1,650",$683
28463,966,948,$645
28464,340,*,*
28465,997,946,$685
28466,"1,259","1,237",$588
28467,"1,107","1,063",$752
28468,530,504,$703
28469,948,902,$683
28470,"1,470","1,411",$621
28472,"2,098","2,056",$644
28478,501,*,*
28479,630,616,$622
28480,240,203,$561
28501,"2,099","2,083",$792
28502,19,*,*
28503,*,*,*
28504,"1,960","1,924",$767
28508,281,*,*
28509,18,*,*
28510,160,*,*
28511,65,*,*
28512,450,425,$802
28513,924,906,$615
28515,366,*,*
28516,"1,388","1,359",$762
28518,711,695,$634
28519,43,*,*
28520,34,*,*
28521,181,*,*
28522,12,*,*
28523,233,*,*
28524,25,*,*
28525,251,*,*
28526,242,*,*
28527,127,*,*
28528,89,*,*
28529,240,*,*
28530,725,*,*
28531,143,*,*
28532,"1,596","1,564",$697
28533,*,*,*
28537,27,*,*
28538,209,*,*
28539,"1,156","1,118",$627
28540,"3,102","2,999",$621
28541,*,*,*
28542,22,*,*
28543,*,*,*
28544,278,*,*
28545,*,*,*
28546,"2,844","2,741",$612
28547,12,*,*
28551,"1,230","1,212",$716
28552,41,*,*
28553,61,*,*
28554,14,*,*
28555,535,514,$737
28556,97,*,*
28557,"1,797","1,735",$696
28560,"2,974","2,907",$733
28561,15,*,*
28562,"3,311","3,206",$707
28563,*,*,*
28564,*,*,*
28570,"2,700","2,651",$717
28571,301,285,$880
28572,643,622,$680
28573,219,*,*
28574,"1,173","1,146",$619
28575,*,*,*
28577,43,*,*
28578,579,*,*
28579,58,*,*
28580,904,872,$658
28581,15,*,*
28582,186,*,*
28583,18,*,*
28584,"1,522","1,468",$689
28585,393,*,*
28586,814,799,$729
28587,21,*,*
28589,13,*,*
28590,"2,053","1,962",$593
28594,473,452,$734
28601,"5,140","4,921",$553
28602,"3,315","3,225",$584
28603,17,*,*
28604,813,757,$597
28605,417,378,$575
28606,191,*,*
28607,"2,324","2,156",$503
28608,*,*,*
28609,614,582,$577
28610,871,854,$587
28611,51,*,*
28612,"1,251","1,221",$596
28613,"2,027","1,975",$553
28615,141,*,*
28616,19,*,*
28617,180,*,*
28618,255,*,*
28619,48,*,*
28621,863,824,$549
28622,268,*,*
28623,140,*,*
28624,184,*,*
28625,"3,618","3,486",$573
28626,255,*,*
28627,121,*,*
28628,18,*,*
28629,*,*,*
28630,"1,826","1,785",$595
28631,73,*,*
28634,496,484,$572
28635,316,303,$612
28636,546,533,$571
28637,192,181,$626
28638,"1,095","1,040",$608
28640,395,384,$613
28641,34,*,*
28642,452,*,*
28643,300,*,*
28644,160,*,*
28645,"4,775","4,628",$594
28646,78,66,$708
28647,*,*,*
28649,103,*,*
28650,"1,246","1,201",$585
28651,465,452,$606
28652,*,*,*
28653,*,*,*
28654,333,321,$603
28655,"4,916","4,753",$572
28656,*,*,*
28657,"1,088","1,066",$666
28658,"2,471","2,376",$569
28659,"1,717","1,686",$591
28660,212,*,*
28661,13,*,*
28662,18,*,*
28663,56,*,*
28664,17,*,*
28665,224,*,*
28666,*,*,*
28667,29,*,*
28668,17,*,*
28669,244,*,*
28670,246,*,*
28671,25,*,*
28672,*,*,*
28673,708,667,$569
28675,525,502,$676
28676,306,291,$548
28677,"4,133","4,024",$565
28678,490,475,$596
28679,189,*,*
28680,11,*,*
28681,"2,376","2,310",$578
28682,167,*,*
28683,154,*,*
28684,175,*,*
28685,129,*,*
28687,*,*,*
28688,*,*,*
28689,166,*,*
28690,757,734,$595
28691,*,*,*
28692,361,337,$525
28693,127,*,*
28694,690,662,$627
28697,954,919,$572
28698,230,*,*
28699,*,*,*
28701,498,478,$585
28702,46,*,*
28704,"2,525","2,395",$567
28705,603,586,$725
28707,21,*,*
28708,84,*,*
28709,333,*,*
28710,23,*,*
28711,"1,536","1,449",$616
28712,"2,058","1,979",$637
28713,"1,051","1,014",$689
28714,"1,609","1,570",$640
28715,"3,022","2,897",$594
28716,"1,590","1,548",$660
28717,200,188,$601
28718,70,*,*
28719,712,539,$628
28720,22,*,*
28721,"1,009",970,$643
28722,577,553,$642
28723,724,695,$560
28724,11,*,*
28725,*,*,*
28726,362,*,*
28727,*,*,*
28728,*,*,*
28729,251,232,$623
28730,"1,093","1,020",$597
28731,772,738,$665
28732,"1,801","1,682",$587
28733,14,*,*
28734,"3,348","3,235",$664
28735,48,*,*
28736,122,111,$669
28737,*,*,*
28738,*,*,*
28739,"2,027","1,921",$638
28740,212,*,*
28741,415,367,$587
28742,242,225,$637
28743,274,*,*
28744,*,*,*
28745,47,*,*
28746,313,291,$715
28747,262,251,$649
28748,"1,430","1,386",$626
28749,32,*,*
28750,*,*,*
28751,494,470,$699
28752,"2,937","2,879",$664
28753,"1,313","1,271",$621
28754,801,778,$625
28755,*,*,*
28756,439,426,$700
28757,56,*,*
28758,17,*,*
28759,835,794,$584
28760,*,*,*
28761,815,788,$688
28762,721,694,$675
28763,318,*,*
28765,*,*,*
28766,143,*,*
28768,810,769,$627
28770,15,*,*
28771,663,635,$692
28772,204,*,*
28773,277,*,*
28774,191,*,*
28775,86,*,*
28776,*,*,*
28777,986,966,$666
28778,"1,280","1,221",$607
28779,"1,663","1,590",$612
28781,85,*,*
28782,608,570,$676
28783,165,*,*
28785,889,860,$657
28786,"2,190","2,091",$639
28787,"2,594","2,470",$592
28788,*,*,*
28789,646,605,$700
28790,285,274,$603
28791,"1,340","1,281",$604
28792,"3,496","3,392",$622
28793,17,*,*
28801,"2,700","2,531",$572
28802,20,*,*
28803,"4,134","3,903",$553
28804,"2,953","2,720",$569
28805,"2,481","2,328",$576
28806,"6,889","6,526",$551
28810,*,*,*
28813,*,*,*
28814,*,*,*
28815,*,*,*
28816,11,*,*
28901,559,*,*
28902,190,*,*
28904,949,903,$715
28905,331,*,*
28906,"2,195","2,133",$720
28909,103,*,*
29001,270,*,*
29002,*,*,*
29003,766,744,$537
29006,"1,120","1,099",$597
29009,242,*,*
29010,"1,289","1,249",$594
29014,169,*,*
29015,170,*,*
29016,"2,254","2,151",$549
29018,454,*,*
29020,"2,927","2,838",$543
29030,183,*,*
29031,123,*,*
29032,700,*,*
29033,"1,509","1,479",$595
29036,"2,231","2,082",$556
29037,92,*,*
29038,237,*,*
29039,432,419,$531
29040,713,692,$559
29042,561,546,$516
29044,633,619,$640
29045,"2,668","2,557",$528
29046,25,*,*
29047,390,*,*
29048,521,504,$586
29051,111,*,*
29052,219,*,*
29053,"3,048","2,984",$600
29054,"1,142","1,068",$622
29055,458,445,$641
29056,223,*,*
29058,462,*,*
29059,732,700,$549
29061,"1,638","1,592",$616
29062,*,*,*
29063,"3,377","3,225",$554
29065,79,*,*
29067,912,896,$594
29069,591,575,$619
29070,"1,735","1,685",$610
29071,14,*,*
29072,"5,318","5,067",$556
29073,"5,127","4,983",$597
29074,37,*,*
29075,310,*,*
29078,"1,682","1,630",$539
29079,25,*,*
29080,370,*,*
29081,127,116,$545
29082,49,*,*
29101,299,*,*
29102,"2,137","2,088",$605
29104,192,*,*
29105,204,*,*
29107,355,339,$550
29108,"2,139","2,093",$542
29111,160,*,*
29112,541,530,$566
29113,168,*,*
29114,215,*,*
29115,"4,079","3,996",$522
29116,13,*,*
29117,*,*,*
29118,"1,762","1,683",$514
29122,*,*,*
29123,948,*,*
29125,337,323,$572
29126,201,*,*
29127,729,711,$567
29128,496,480,$579
29129,364,*,*
29130,688,663,$576
29133,111,*,*
29135,921,880,$545
29137,302,*,*
29138,"1,156","1,122",$522
29142,664,640,$551
29143,*,*,*
29145,81,*,*
29146,161,*,*
29148,730,714,$644
29150,"4,616","4,491",$535
29151,15,*,*
29152,17,*,*
29153,"1,774","1,728",$543
29154,"2,855","2,770",$528
29160,898,867,$639
29161,"1,233","1,194",$586
29162,263,*,*
29163,208,*,*
29164,544,523,$548
29166,69,*,*
29168,404,392,$562
29169,"3,022","2,920",$584
29170,"2,466","2,391",$606
29171,18,*,*
29172,"1,164","1,135",$612
29175,30,*,*
29177,*,*,*
29178,344,*,*
29180,"1,601","1,557",$586
29201,"1,809","1,714",$567
29202,73,*,*
29203,"6,903","6,730",$604
29204,"2,298","2,194",$608
29205,"2,160","2,006",$568
29206,"1,541","1,460",$551
29207,*,*,*
29208,13,*,*
29209,"3,673","3,532",$575
29210,"5,459","5,294",$573
29211,*,*,*
29212,"2,848","2,738",$572
29215,*,*,*
29216,*,*,*
29217,*,*,*
29218,*,*,*
29219,*,*,*
29220,*,*,*
29221,12,*,*
29222,14,*,*
29223,"6,403","6,202",$584
29224,18,*,*
29225,*,*,*
29226,*,*,*
29227,*,*,*
29228,*,*,*
29229,"4,445","4,302",$555
29230,*,*,*
29240,*,*,*
29250,*,*,*
29260,*,*,*
29290,11,*,*
29292,*,*,*
29301,"4,200","4,064",$621
29302,"1,522","1,457",$620
29303,"2,969","2,902",$622
29304,23,*,*
29305,*,*,*
29306,"2,054","1,978",$631
29307,"1,910","1,857",$622
29316,"3,234","3,147",$594
29319,*,*,*
29320,40,*,*
29321,266,*,*
29322,965,937,$643
29323,"1,778","1,733",$633
29324,18,*,*
29325,"1,488","1,465",$604
29329,45,*,*
29330,860,836,$676
29331,*,*,*
29332,269,254,$720
29333,44,*,*
29334,"1,953","1,902",$592
29335,464,*,*
29336,*,*,*
29338,21,*,*
29340,"2,385","2,321",$654
29341,"2,242","2,191",$655
29342,21,*,*
29346,21,*,*
29348,*,*,*
29349,"4,101","3,999",$617
29351,217,*,*
29353,364,*,*
29355,58,*,*
29356,989,948,$614
29360,"1,951","1,910",$606
29364,44,*,*
29365,"1,492","1,442",$600
29368,11,*,*
29369,"1,590","1,545",$603
29370,101,*,*
29372,502,*,*
29373,13,*,*
29374,344,*,*
29375,11,*,*
29376,844,818,$623
29377,67,*,*
29378,39,*,*
29379,"1,941","1,892",$670
29384,404,*,*
29385,"1,067","1,041",$617
29388,"1,773","1,738",$619
29401,652,500,$425
29402,16,*,*
29403,"2,506","2,171",$445
29404,44,*,*
29405,"4,362","4,159",$479
29406,"6,092","5,962",$449
29407,"4,219","3,839",$435
29409,12,*,*
29410,"2,707","2,616",$490
29412,"4,133","3,566",$403
29413,*,*,*
29414,"4,272","3,853",$417
29415,12,*,*
29416,12,*,*
29417,*,*,*
29418,"3,984","3,873",$447
29419,18,*,*
29420,"3,044","2,950",$484
29422,*,*,*
29423,*,*,*
29424,13,*,*
29425,*,*,*
29426,205,*,*
29429,539,467,$453
29430,*,*,*
29431,531,515,$612
29432,255,243,$521
29434,41,*,*
29435,433,421,$578
29436,548,*,*
29437,215,*,*
29438,310,284,$547
29439,211,179,$438
29440,"3,421","3,310",$508
29442,18,*,*
29445,"5,780","5,591",$511
29446,133,*,*
29447,*,*,*
29448,255,*,*
29449,904,864,$492
29450,480,461,$544
29451,429,338,$426
29452,49,*,*
29453,114,*,*
29455,"2,991","2,601",$436
29456,"4,010","3,836",$498
29457,*,*,*
29458,301,283,$490
29461,"3,782","3,629",$541
29464,"4,818","4,040",$401
29465,22,*,*
29466,"3,643","3,138",$409
29468,189,*,*
29469,55,*,*
29470,538,511,$477
29471,186,*,*
29472,944,910,$574
29474,271,253,$602
29475,294,*,*
29476,*,*,*
29477,702,686,$572
29479,794,780,$587
29481,241,*,*
29482,157,103,$381
29483,"5,612","5,326",$520
29484,16,*,*
29485,"5,528","5,237",$491
29486,"4,670","4,388",$500
29487,305,268,$485
29488,"3,057","2,981",$572
29492,"1,796","1,552",$445
29493,18,*,*
29501,"5,608","5,386",$554
29502,28,*,*
29503,*,*,*
29504,26,*,*
29505,"2,319","2,228",$559
29506,"2,734","2,678",$585
29510,"1,372","1,335",$552
29511,672,641,$493
29512,"1,816","1,775",$624
29516,85,*,*
29518,102,*,*
29519,23,*,*
29520,"1,355","1,314",$610
29525,215,*,*
29526,"6,556","6,292",$483
29527,"3,662","3,549",$496
29528,22,*,*
29530,322,*,*
29532,"2,491","2,442",$597
29536,"2,118","2,071",$576
29540,605,*,*
29541,"1,013",993,$586
29543,51,*,*
29544,784,770,$482
29545,219,*,*
29546,302,*,*
29547,374,*,*
29550,"3,107","2,993",$591
29551,*,*,*
29554,"1,081","1,061",$601
29555,722,706,$590
29556,"1,612","1,582",$598
29560,"1,563","1,525",$591
29563,213,*,*
29564,137,*,*
29565,726,714,$596
29566,"3,565","3,425",$515
29567,79,*,*
29568,"2,623","2,526",$512
29569,"2,701","2,627",$511
29570,433,421,$621
29571,"1,943","1,912",$589
29572,"1,789","1,673",$520
29574,"1,565","1,545",$603
29575,"2,700","2,529",$534
29576,"3,626","3,402",$535
29577,"7,496","7,253",$500
29578,63,*,*
29579,"7,634","7,183",$456
29580,142,*,*
29581,490,*,*
29582,"2,782","2,647",$535
29583,488,475,$613
29584,236,*,*
29585,"1,865","1,724",$490
29587,11,*,*
29588,"7,190","6,881",$481
29589,14,*,*
29590,269,*,*
29591,509,495,$603
29592,153,*,*
29593,185,*,*
29594,*,*,*
29596,266,*,*
29597,19,*,*
29598,11,*,*
29601,"1,644","1,465",$562
29602,46,*,*
29603,33,*,*
29604,46,*,*
29605,"4,860","4,618",$563
29606,41,*,*
29607,"5,736","5,401",$523
29608,30,*,*
29609,"3,771","3,562",$540
29610,22,*,*
29611,"4,710","4,574",$574
29612,*,*,*
29613,*,*,*
29614,14,*,*
29615,"4,416","4,177",$514
29616,34,*,*
29617,"3,583","3,438",$553
29620,"1,084","1,037",$517
29621,"4,045","3,893",$576
29622,13,*,*
29623,*,*,*
29624,"2,383","2,341",$615
29625,"3,394","3,267",$605
29626,"1,476","1,439",$618
29627,"1,912","1,860",$596
29628,253,*,*
29630,"1,210","1,160",$561
29631,757,679,$528
29632,*,*,*
29633,*,*,*
29634,*,*,*
29635,96,*,*
29636,*,*,*
29638,280,261,$514
29639,91,*,*
29640,"3,789","3,682",$572
29641,13,*,*
29642,"3,322","3,184",$549
29643,313,*,*
29644,"2,517","2,439",$557
29645,"1,276","1,243",$599
29646,"3,083","3,009",$499
29647,*,*,*
29648,12,*,*
29649,"2,367","2,246",$495
29650,"4,100","3,898",$520
29651,"5,738","5,512",$561
29652,*,*,*
29653,453,436,$519
29654,"1,022","1,004",$584
29655,741,722,$608
29656,30,*,*
29657,"1,615","1,554",$602
29658,42,*,*
29659,17,*,*
29661,701,677,$587
29662,"1,795","1,746",$552
29664,208,*,*
29665,27,*,*
29666,592,571,$530
29667,34,*,*
29669,"1,432","1,381",$567
29670,973,940,$580
29671,"1,928","1,872",$614
29672,"1,158","1,086",$596
29673,"3,514","3,392",$580
29675,*,*,*
29676,484,455,$658
29677,*,*,*
29678,"2,408","2,326",$582
29679,*,*,*
29680,"3,292","3,141",$544
29681,"5,430","5,103",$533
29682,452,420,$570
29683,37,*,*
29684,485,474,$638
29685,143,132,$606
29686,88,*,*
29687,"5,273","5,059",$549
29688,*,*,*
29689,470,451,$636
29690,"2,470","2,350",$564
29691,971,945,$593
29692,496,*,*
29693,"1,533","1,503",$606
29695,*,*,*
29696,446,417,$595
29697,"1,193","1,141",$599
29702,"1,111","1,093",$666
29703,18,*,*
29704,347,*,*
29706,"2,161","2,118",$634
29707,"2,520","2,365",$558
29708,"2,806","2,648",$561
29709,463,442,$638
29710,"3,237","3,099",$596
29712,217,*,*
29714,295,*,*
29715,"3,451","3,252",$573
29716,14,*,*
29717,104,*,*
29718,391,380,$618
29720,"5,929","5,775",$600
29721,14,*,*
29722,*,*,*
29724,*,*,*
29726,155,*,*
29727,152,*,*
29728,"1,131","1,111",$573
29729,261,*,*
29730,"6,639","6,434",$614
29731,16,*,*
29732,"5,286","5,063",$590
29733,*,*,*
29734,*,*,*
29741,166,*,*
29742,232,*,*
29743,115,*,*
29744,*,*,*
29745,"3,100","2,978",$620
29801,"3,222","3,090",$545
29802,20,*,*
29803,"3,093","2,945",$519
29804,*,*,*
29805,673,647,$543
29808,*,*,*
29809,228,*,*
29810,618,*,*
29812,"1,148","1,105",$551
29813,*,*,*
29816,*,*,*
29817,577,559,$539
29819,165,*,*
29821,97,*,*
29822,18,*,*
29824,568,550,$523
29826,*,*,*
29827,361,*,*
29828,101,*,*
29829,"1,066","1,030",$513
29831,368,357,$542
29832,605,586,$518
29834,21,*,*
29835,441,418,$572
29836,45,*,*
29838,35,*,*
29839,*,*,*
29840,26,*,*
29841,"2,949","2,824",$511
29842,925,895,$558
29843,98,*,*
29844,*,*,*
29845,90,*,*
29846,*,*,*
29847,513,490,$516
29848,63,*,*
29849,25,*,*
29850,*,*,*
29851,"1,120","1,088",$533
29853,735,715,$542
29856,332,*,*
29860,"1,591","1,529",$500
29861,15,*,*
29899,*,*,*
29901,13,*,*
29902,"1,406","1,343",$574
29903,20,*,*
29904,*,*,*
29905,*,*,*
29906,"2,710","2,629",$565
29907,"1,237","1,165",$563
29909,"1,591","1,490",$599
29910,"6,771","6,447",$532
29911,153,*,*
29912,*,*,*
29915,55,*,*
29916,183,*,*
29918,561,*,*
29920,"1,061","1,018",$652
29921,21,*,*
29922,174,*,*
29923,41,*,*
29924,457,*,*
29925,17,*,*
29926,"3,260","3,086",$562
29927,"2,017","1,959",$571
29928,"1,578","1,436",$581
29929,119,*,*
29931,*,*,*
29932,41,*,*
29933,*,*,*
29934,210,*,*
29935,419,401,$603
29936,"2,764","2,702",$557
29938,*,*,*
29939,*,*,*
29940,545,*,*
29941,42,*,*
29943,86,*,*
29944,552,*,*
29945,632,*,*
30002,673,607,$551
30003,21,*,*
30004,"6,274","5,497",$521
30005,"3,699","3,305",$535
30006,35,*,*
30007,*,*,*
30008,"4,971","4,861",$544
30009,"1,960","1,686",$546
30010,14,*,*
30011,"2,934","2,863",$547
30012,"4,291","4,211",$596
30013,"3,938","3,861",$621
30014,"5,017","4,882",$607
30015,25,*,*
30016,"7,793","7,639",$611
30017,"3,564","3,427",$548
30018,21,*,*
30019,"7,803","7,528",$547
30021,"4,814","4,750",$527
30022,"8,294","7,569",$539
